Event	ID	Name			Wwise Object Path	Notes
	812327625	Snap_Neck			\Default Work Unit\Player\Damage\Snap_Neck	
	1156575892	Hit_Torso			\Default Work Unit\Player\Damage\Hit_Torso	
	1420004310	Bones_Elbow			\Default Work Unit\Player\Foley\Bones_Elbow	
	1510201124	Bones_Knee			\Default Work Unit\Player\Foley\Bones_Knee	
	1679310360	Push_Button			\Default Work Unit\Player\Actions\Push_Button	
	1773028838	Hit_Knee			\Default Work Unit\Player\Damage\Hit_Knee	
	1862655679	Walk_Hips			\Default Work Unit\Player\Foley\Walk_Hips	
	1866025847	Footstep			\Default Work Unit\Player\Foley\Footstep	
	2169618665	Prestep_Shoulder			\Default Work Unit\Player\Foley\Prestep_Shoulder	
	3921464293	Hit_Hips			\Default Work Unit\Player\Damage\Hit_Hips	
	4073051257	Hit_Head			\Default Work Unit\Player\Damage\Hit_Head	

Switch Group	ID	Name			Wwise Object Path	Notes
	704555244	Side			\Default Work Unit\Side	

Switch	ID	Name	Switch Group			Notes
	4109362	left	Side			
	3893817417	right	Side			

Effect plug-ins	ID	Name	Type				Notes
	41392826	Wwise_Parametric_EQ_(Custom)	Wwise Parametric EQ			
	473421091	Wwise_Parametric_EQ_(Custom)	Wwise Parametric EQ			
	832816379	MSA Source Mixer Properties (Attached)	AttachableMixerInput			

Source plug-ins	ID	Name	Type		Wwise Object Path	Notes
	734187815	Wwise Silence	Wwise Silence		\Actor-Mixer Hierarchy\_PLAYER\Foley\Gak\Bandage_Snow\Snow - Sneak\right\snow - right heel touchdown\silence\Wwise Silence	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	6623599	FOL_Rope_Move-16	F:\ARTE_GameJam2020\ARTE_Pre-Alpha_team_Wwise\ARTE_Pre-Alpha_team\.cache\Android\SFX\FOL_Rope_Move-16_CCFA52FE.wem		\Actor-Mixer Hierarchy\_PLAYER\Foley\Gak\Bandage_Rope\Gak_Shoulder_PreStep\FOL_Rope_Move-16		9465
	12906320	VV_FOLEY_KidBF_Walk_SandDirt_Foot-Right - 08	F:\ARTE_GameJam2020\ARTE_Pre-Alpha_team_Wwise\ARTE_Pre-Alpha_team\.cache\Android\SFX\VV_FOLEY_KidBF_Walk_SandDirt_Foot-Right - 08_CCFA52FE.wem		\Actor-Mixer Hierarchy\_PLAYER\Foley\Footsteps\Step_Surface\Towel\Towel_R\VV_FOLEY_KidBF_Walk_SandDirt_Foot-Right - 08		6331
	26985541	Skull or Rock Roll Fall to Floor_592978	F:\ARTE_GameJam2020\ARTE_Pre-Alpha_team_Wwise\ARTE_Pre-Alpha_team\.cache\Android\SFX\Skull or Rock Roll Fall to Floor_592978_3C2216F7.wem		\Actor-Mixer Hierarchy\_PLAYER\Foley\Damage\Hit_Head\Skull or Rock Roll Fall to Floor_592978		5603
	30739395	Fist_Punch_Hit - 01	F:\ARTE_GameJam2020\ARTE_Pre-Alpha_team_Wwise\ARTE_Pre-Alpha_team\.cache\Android\SFX\Fist_Punch_Hit - 01_CCFA52FE.wem		\Actor-Mixer Hierarchy\_PLAYER\Foley\Damage\Hit_Torso\Body_Punch\Fist_Punch_Hit - 01		7236
	46505108	FOL-Steps-Snow_Shuffle-04	F:\ARTE_GameJam2020\ARTE_Pre-Alpha_team_Wwise\ARTE_Pre-Alpha_team\.cache\Android\SFX\FOL-Steps-Snow_Shuffle-04_6FB5F409.wem		\Actor-Mixer Hierarchy\_PLAYER\Foley\Gak\Bandage_Snow\Snow - Sneak\right\snow - right heel attack\FOL-Steps-Snow_Shuffle-04		1345
	46978617	FOL-Steps-Snow_Shuffle-05	F:\ARTE_GameJam2020\ARTE_Pre-Alpha_team_Wwise\ARTE_Pre-Alpha_team\.cache\Android\SFX\FOL-Steps-Snow_Shuffle-05_06337238.wem		\Actor-Mixer Hierarchy\_PLAYER\Foley\Gak\Bandage_Snow\Snow - Sneak\left\snow - left heel touchdown sneak\FOL-Steps-Snow_Shuffle-05		1176
	49444025	FOL_Rope_Move-08	F:\ARTE_GameJam2020\ARTE_Pre-Alpha_team_Wwise\ARTE_Pre-Alpha_team\.cache\Android\SFX\FOL_Rope_Move-08_A6309518.wem		\Actor-Mixer Hierarchy\_PLAYER\Foley\Gak\Bandage_Rope\Gak_Shoulder_PreStep\FOL_Rope_Move-08		10915
	53684488	VV_FOLEY_KidBF_Walk_SandDirt_Foot-Right - 05	F:\ARTE_GameJam2020\ARTE_Pre-Alpha_team_Wwise\ARTE_Pre-Alpha_team\.cache\Android\SFX\VV_FOLEY_KidBF_Walk_SandDirt_Foot-Right - 05_CCFA52FE.wem		\Actor-Mixer Hierarchy\_PLAYER\Foley\Footsteps\Step_Surface\Towel\Towel_R\VV_FOLEY_KidBF_Walk_SandDirt_Foot-Right - 05		5713
	56789720	FOL-Steps-Snow_Shuffle-14	F:\ARTE_GameJam2020\ARTE_Pre-Alpha_team_Wwise\ARTE_Pre-Alpha_team\.cache\Android\SFX\FOL-Steps-Snow_Shuffle-14_A761978E.wem		\Actor-Mixer Hierarchy\_PLAYER\Foley\Gak\Bandage_Snow\Snow - Sneak\left\snow - left toe sneak\FOL-Steps-Snow_Shuffle-14		2142
	57174658	VV_FOLEY_KidBF_Walk_SandDirt_Foot-Right - 12	F:\ARTE_GameJam2020\ARTE_Pre-Alpha_team_Wwise\ARTE_Pre-Alpha_team\.cache\Android\SFX\VV_FOLEY_KidBF_Walk_SandDirt_Foot-Right - 12_CCFA52FE.wem		\Actor-Mixer Hierarchy\_PLAYER\Foley\Footsteps\Step_Surface\Towel\Towel_R\VV_FOLEY_KidBF_Walk_SandDirt_Foot-Right - 12		5857
	63362482	steps SV - concrete solid_01	F:\ARTE_GameJam2020\ARTE_Pre-Alpha_team_Wwise\ARTE_Pre-Alpha_team\.cache\Android\SFX\steps SV - concrete solid_FD7298E2.wem		\Actor-Mixer Hierarchy\_PLAYER\Foley\Footsteps\Step_Surface\Stone\Stone - Walk\Heel\stone - left heel\steps SV - concrete solid_01		1577
	65304994	FOL-Steps-Snow_Shuffle-15	F:\ARTE_GameJam2020\ARTE_Pre-Alpha_team_Wwise\ARTE_Pre-Alpha_team\.cache\Android\SFX\FOL-Steps-Snow_Shuffle-15_032CAE19.wem		\Actor-Mixer Hierarchy\_PLAYER\Foley\Gak\Bandage_Snow\Snow - Sneak\left\snow - left heel touchdown sneak\FOL-Steps-Snow_Shuffle-15		1739
	66533514	FOL-Steps-Snow_Shuffle-11	F:\ARTE_GameJam2020\ARTE_Pre-Alpha_team_Wwise\ARTE_Pre-Alpha_team\.cache\Android\SFX\FOL-Steps-Snow_Shuffle-11_C66E0A43.wem		\Actor-Mixer Hierarchy\_PLAYER\Foley\Gak\Bandage_Snow\Snow - Sneak\left\snow - left heel attack sneak\FOL-Steps-Snow_Shuffle-11		2174
	76049588	FOL-Steps-Snow_Shuffle-05	F:\ARTE_GameJam2020\ARTE_Pre-Alpha_team_Wwise\ARTE_Pre-Alpha_team\.cache\Android\SFX\FOL-Steps-Snow_Shuffle-05_52419EBA.wem		\Actor-Mixer Hierarchy\_PLAYER\Foley\Gak\Bandage_Snow\Snow - Sneak\right\snow - right heel touchdown\FOL-Steps-Snow_Shuffle-05		1220
	76955244	VV_FOLEY_KidBF_Walk_SandDirt_Foot-Left - 07	F:\ARTE_GameJam2020\ARTE_Pre-Alpha_team_Wwise\ARTE_Pre-Alpha_team\.cache\Android\SFX\VV_FOLEY_KidBF_Walk_SandDirt_Foot-Left - 07_CCFA52FE.wem		\Actor-Mixer Hierarchy\_PLAYER\Foley\Footsteps\Step_Surface\Towel\Towel_L\VV_FOLEY_KidBF_Walk_SandDirt_Foot-Left - 07		5919
	83515932	steps SV - concrete solid_10	F:\ARTE_GameJam2020\ARTE_Pre-Alpha_team_Wwise\ARTE_Pre-Alpha_team\.cache\Android\SFX\steps SV - concrete solid_26396B13.wem		\Actor-Mixer Hierarchy\_PLAYER\Foley\Footsteps\Step_Surface\Stone\Stone - Walk\Toe\stone - left toe\steps SV - concrete solid_10		2606
	84475154	VV_FOLEY_KidBF_Walk_Sand_Right -15	F:\ARTE_GameJam2020\ARTE_Pre-Alpha_team_Wwise\ARTE_Pre-Alpha_team\.cache\Android\SFX\VV_FOLEY_KidBF_Walk_Sand_Right -15_5568836E.wem		\Actor-Mixer Hierarchy\_PLAYER\Foley\Footsteps\Step_Surface\Sand\Sand_R\VV_FOLEY_KidBF_Walk_Sand_Right -15		5316
	107292810	FOL_Rope_Move-22	F:\ARTE_GameJam2020\ARTE_Pre-Alpha_team_Wwise\ARTE_Pre-Alpha_team\.cache\Android\SFX\FOL_Rope_Move-22_CCFA52FE.wem		\Actor-Mixer Hierarchy\_PLAYER\Foley\Gak\Bandage_Rope\Gak_Shoulder_PreStep\FOL_Rope_Move-22		9834
	115296498	FOL-Steps-Snow-Walk_Left-02	F:\ARTE_GameJam2020\ARTE_Pre-Alpha_team_Wwise\ARTE_Pre-Alpha_team\.cache\Android\SFX\FOL-Steps-Snow-Walk_Left-02_FCB2D680.wem		\Actor-Mixer Hierarchy\_PLAYER\Foley\Gak\Bandage_Snow\Snow - Sneak\left\snow - left heel touchdown sneak\FOL-Steps-Snow-Walk_Left-02		1842
	119202510	FOL-Steps-Snow-Walk_Right-09	F:\ARTE_GameJam2020\ARTE_Pre-Alpha_team_Wwise\ARTE_Pre-Alpha_team\.cache\Android\SFX\FOL-Steps-Snow-Walk_Right-09_0F07FFD9.wem		\Actor-Mixer Hierarchy\_PLAYER\Foley\Gak\Bandage_Snow\Snow - Sneak\right\snow - right heel attack\FOL-Steps-Snow-Walk_Right-09		3098
	122085856	FOL_Bone_Single-00	F:\ARTE_GameJam2020\ARTE_Pre-Alpha_team_Wwise\ARTE_Pre-Alpha_team\.cache\Android\SFX\FOL_Bone_Single-00_CCFA52FE.wem		\Actor-Mixer Hierarchy\_PLAYER\Foley\Gak\Bones\BonesDangle_Prestep\BonesDangling_Prestep_L\Bones\FOL_Bone_Single-00		2700
	123003143	FOL_Rope_Step-04_01	F:\ARTE_GameJam2020\ARTE_Pre-Alpha_team_Wwise\ARTE_Pre-Alpha_team\.cache\Android\SFX\FOL_Rope_Step-04_147B4112.wem		\Actor-Mixer Hierarchy\_PLAYER\Foley\Gak\Bandage_Rope\Gak_Hips\FOL_Rope_Step-04_01		1416
	138066957	Drop_Breezeblock_HardSurfac	F:\ARTE_GameJam2020\ARTE_Pre-Alpha_team_Wwise\ARTE_Pre-Alpha_team\.cache\Android\SFX\Drop_Breezeblock_HardSurfac_CCFA52FE.wem		\Actor-Mixer Hierarchy\_PLAYER\Foley\Damage\Hit_Head\Drop_Breezeblock_HardSurfac		9928
	144230540	VV_FOLEY_KidBF_Walk_SandDirt_Foot-Right - 04	F:\ARTE_GameJam2020\ARTE_Pre-Alpha_team_Wwise\ARTE_Pre-Alpha_team\.cache\Android\SFX\VV_FOLEY_KidBF_Walk_SandDirt_Foot-Right - 04_CCFA52FE.wem		\Actor-Mixer Hierarchy\_PLAYER\Foley\Footsteps\Step_Surface\Towel\Towel_R\VV_FOLEY_KidBF_Walk_SandDirt_Foot-Right - 04		6441
	145356471	FOL-Steps-Snow-Walk_Left-14	F:\ARTE_GameJam2020\ARTE_Pre-Alpha_team_Wwise\ARTE_Pre-Alpha_team\.cache\Android\SFX\FOL-Steps-Snow-Walk_Left-14_0E04B066.wem		\Actor-Mixer Hierarchy\_PLAYER\Foley\Gak\Bandage_Snow\Snow - Sneak\left\snow - left heel touchdown sneak\FOL-Steps-Snow-Walk_Left-14		2224
	146647630	FOL-Steps-Snow_Shuffle-15	F:\ARTE_GameJam2020\ARTE_Pre-Alpha_team_Wwise\ARTE_Pre-Alpha_team\.cache\Android\SFX\FOL-Steps-Snow_Shuffle-15_2CE5797A.wem		\Actor-Mixer Hierarchy\_PLAYER\Foley\Gak\Bandage_Snow\Snow - Sneak\right\snow - right heel touchdown\FOL-Steps-Snow_Shuffle-15		1763
	150621465	VV_FOLEY_KidBF_Walk_Sand_Left -09	F:\ARTE_GameJam2020\ARTE_Pre-Alpha_team_Wwise\ARTE_Pre-Alpha_team\.cache\Android\SFX\VV_FOLEY_KidBF_Walk_Sand_Left -09_3E248037.wem		\Actor-Mixer Hierarchy\_PLAYER\Foley\Footsteps\Step_Surface\Sand\Sand_L\VV_FOLEY_KidBF_Walk_Sand_Left -09		5793
	153252833	FOL-Steps-Snow-Walk_Left-02	F:\ARTE_GameJam2020\ARTE_Pre-Alpha_team_Wwise\ARTE_Pre-Alpha_team\.cache\Android\SFX\FOL-Steps-Snow-Walk_Left-02_FDFDB0BB.wem		\Actor-Mixer Hierarchy\_PLAYER\Foley\Gak\Bandage_Snow\Snow - Sneak\left\snow - left toe sneak\FOL-Steps-Snow-Walk_Left-02		2609
	159252991	VV_FOLEY_KidBF_Walk_Sand_Left -05	F:\ARTE_GameJam2020\ARTE_Pre-Alpha_team_Wwise\ARTE_Pre-Alpha_team\.cache\Android\SFX\VV_FOLEY_KidBF_Walk_Sand_Left -05_B053011B.wem		\Actor-Mixer Hierarchy\_PLAYER\Foley\Footsteps\Step_Surface\Sand\Sand_L\VV_FOLEY_KidBF_Walk_Sand_Left -05		5400
	163067373	VV_FOLEY_KidBF_Walk_Sand_Left -03	F:\ARTE_GameJam2020\ARTE_Pre-Alpha_team_Wwise\ARTE_Pre-Alpha_team\.cache\Android\SFX\VV_FOLEY_KidBF_Walk_Sand_Left -03_B7AA4A59.wem		\Actor-Mixer Hierarchy\_PLAYER\Foley\Footsteps\Step_Surface\Sand\Sand_L\VV_FOLEY_KidBF_Walk_Sand_Left -03		4772
